"","gender","age","country","country_en","country_mi","ethniceng","ethnicmri","ethnicwsm","ethniccok","ethnicton","ethnicniu","ethnicchn","ethnicind","ethnicother","ethnicother_en","ethnicother_mi","languages","handed","height","rightfoot","armspan","wrist","neck","popliteal","indexfinger","ringfinger","hairlength","travel","timetravel","bagweightraw","bagweight","bagcarry","favlearning","favlearningmo","memory","reaction","sport","sport_en","techtv","techmp3","techinternet","techmobinternet","techfacebook","techtwitter","techbebo","techmyspace","techskype","techconsole","technone","cellmonths","onlinemusic","onlinevideo","onlinegame","onlinefriend","onlineschool","onlineother","onlinenone","bedtime","waketime","favtvshow","favtvshow_en","importwarm","importpollution","importrecycling","importwater","importlifestyle","importenergy","importgovern","importcomputer","region","year"
"13351","female","14","newzealand","NZL","NZL","no","yes","yes","no","no","no","no","no","","","","2","right","171","24","172","17","36","42","90","83","37","walk","10","6","NA","two","health","health","36","1.578","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","yes","yes","yes","yes","yes","no","no","no","no","yes","no","1","yes","yes","yes","yes","yes","no","no","10:45:00","7:30:00","Jersey shore","Jersey Shore","45","31","61","21","100","46","66","42",10,10
"14965","female","12","usa","USA","USA","no","no","no","no","no","no","no","no","american","","NA","2","ambi","153","21","153","13","26","39","72","70","230","motor","7","4000","4000","two","health","health","59","0.498","Martial arts (karate, judo, taekwondo)","Martial arts (karate, judo, taekwondo)","no","yes","yes","no","no","no","no","no","no","yes","no","4","yes","yes","yes","no","yes","no","no","8:30:00","5:30:00","That 70's show","That '70s Show","68","43","51","61","98","48","-60","99",16,8
"7319","female","15","china","CHN","CHN","no","no","no","no","no","no","yes","no","","","","2","right","168","24","164","15","30","49","84","86","390","walk","20","500","500","two","english","science","34","0.454","Basketball","Basketball","no","yes","yes","no","yes","yes","no","no","yes","yes","no","12","yes","yes","no","yes","yes","no","no","11:30:00","7:30:00","Buffy the vampire slayer","NA","71","37","69","36","25","69","52","98",7,12
"14949","female","15","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","157","21","152","15","29","40","67","65","360","bus","20","5000","5000","two","health","english","43","NA","Martial arts (karate, judo, taekwondo)","Martial arts (karate, judo, taekwondo)","no","yes","yes","yes","yes","yes","no","yes","no","yes","no","1","yes","yes","yes","yes","yes","no","no","7:15:00","7:30:00","Supernatural","Supernatural","-7","52","52","41","-13","44","-81","63",4,11
"19987","female","15","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","176","26","NA","17","33","46","95","80","43","walk","1","7000","7000","two","arts","arts","49","0.512","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","no","no","yes","no","yes","no","no","no","no","no","no","12","no","no","no","yes","yes","no","no","10:30:00","6:15:00","Grey's anatomy","Grey's Anatomy","26","48","4","40","99","74","74","-43",14,11
"3999","male","13","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","175","25","160","16","33","50","NA","NA","120","bus","45","NA","NA","two","arts","english","60","0.468","Soccer","Soccer","yes","yes","yes","yes","yes","no","no","no","yes","yes","no","1","yes","yes","yes","yes","no","yes","no","10:30:00","7:15:00","I shouldnt be alive","I shouldn't be Alive","-43","33","-85","-100","61","-94","-54","2",14,9
"7153","female","15","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","Spanish","","NA","1","right","159","22","164","15","31","41","NA","NA","300","motor","6","6000","6000","one","health","english","40","0.451","Basketball","Basketball","no","yes","yes","yes","yes","yes","yes","no","yes","yes","no","8","yes","yes","yes","yes","yes","yes","no","10:15:00","7:30:00","Shortland street","Shortland Street","-18","-85","-49","-31","-24","38","NA","100",7,11
"271","female","16","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","ambi","164","24","165","15","32","42","85","90","28","bus","20","7400","7400","two","arts","arts","53","0.434","","","no","yes","yes","yes","yes","no","yes","no","yes","yes","no","8","no","yes","no","yes","no","no","no","9:00:00","7:15:00","Shortland street","Shortland Street","2","32","100","46","67","95","2","0",16,12
"6452","male","14","Russia","RUS","RUS","no","no","no","no","no","no","no","no","Russian","","NA","2","right","167","27","168","18","36","44","90","80","30","walk","25","3000","3000","two","arts","arts","37","0.406","Soccer","Soccer","yes","yes","yes","yes","yes","yes","no","no","yes","yes","no","4","yes","yes","yes","yes","no","no","no","21:45:00","6:00:00","Smackdown","NA","-20","100","100","100","100","100","10","100",14,10
"15532","female","14","newzealand","NZL","NZL","no","yes","no","no","no","no","no","no","","","","1","right","176","25","150","15","30","50","NA","NA","22","walk","2","3000","3000","two","health","english","28","0.418","Netball","Netball","yes","yes","yes","yes","yes","no","yes","no","yes","yes","no","2","yes","yes","yes","yes","yes","no","no","9:45:00","6:30:00","Shortland street","Shortland Street","39","-53","-53","-80","100","-2","-82","-1",7,9
"20152","male","15","newzealand","NZL","NZL","no","no","no","no","no","no","yes","no","","","","2","right","164","28","153","14","32","47","NA","NA","NA","walk","10","2700","2700","two","arts","mathstats","42","0.277","Soccer","Soccer","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","12","no","yes","yes","yes","no","no","no","10:00:00","7:45:00","Naruto","Naruto","63","8","63","32","-16","73","9","100",3,10
"21245","female","14","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","154","23","153","15","30","37","70","75","380","motor","7","2200","2200","two","arts","health","31","0.453","Other","Other","yes","yes","yes","yes","yes","no","yes","no","yes","yes","no","9","yes","yes","no","yes","no","no","no","11:00:00","6:45:00","Packed to the rafters","Packed to the Rafters","0","-62","-6","38","100","-35","NA","5",3,10
"23391","male","10","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","138","21","NA","14","30","36","75","79","4","motor","30","30","NA","two","english","english","55","1.937","Rugby","Rugby","no","no","yes","no","yes","no","no","no","no","no","no","NA","yes","no","no","no","no","no","no","6:00:00","7:00:00","","None","-61","100","100","-97","100","-95","-93","100",5,6
"6138","male","14","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","170","29","165","19","35","47","90","80","140","walk","25","300","300","two","health","languages","44","0.28","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","yes","yes","yes","yes","yes","yes","no","no","yes","yes","no","6","yes","yes","no","yes","yes","no","no","8:30:00","5:00:00","Come fly with me","Come Fly with Me","42","12","1","28","76","12","60","98",3,10
"20446","male","10","scotland","GBR","GBR","yes","no","no","no","no","no","no","no","","","","1","right","143","22","141","15","30","NA","NA","NA","80","motor","2","NA","NA","two","health","science","52","3.937","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","no","yes","yes","no","no","no","no","no","no","no","no","NA","no","no","no","no","no","no","yes","8:00:00","6:30:00","American dad","American Dad!","-71","15","16","-5","86","-4","-9","100",5,6
"24477","female","14","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","160","24","173","15","29","46","100","80","460","bus","13","5300","5300","two","arts","science","44","0.435","Dancing","Dancing","no","yes","yes","no","yes","no","yes","no","yes","yes","no","17","yes","yes","no","yes","no","no","no","9:45:00","7:00:00","Gossip girl","NA","-48","-46","-40","-57","6","-57","-39","-29",3,10
"9789","female","14","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","157","23","158","NA","34","42","75","72","38","walk","25","3800","3800","two","arts","science","62","0.375","Cycling","Cycling","yes","yes","yes","yes","yes","no","no","no","no","yes","no","18","yes","yes","yes","yes","yes","no","no","9:30:00","6:45:00","Home and away","Home and Away","NA","NA","NA","NA","NA","NA","NA","NA",9,10
"16219","male","10","newzealand","NZL","NZL","no","no","no","no","no","no","no","no","","","","1","right","143","23","149","20","30","41","NA","NA","17","walk","10","200","NA","two","health","social","59","1.125","Racket sports (tennis, squash, badminton)","Racket sports (tennis, squash, badminton)","yes","no","no","no","no","no","no","no","no","yes","no","NA","yes","yes","yes","no","yes","no","no","10:00:00","NA","Simpsons","The Simpsons","0","-100","100","100","0","100","-1","100",10,6
"4106","female","10","china","CHN","CHN","no","no","no","no","no","no","yes","no","","","","2","right","150","21","148","15","28","NA","60","65","530","bike","5","0","0","two","arts","arts","50","1.473","Winter sports (skiing, snowboarding, ice skating)","Winter sports (skiing, snowboarding, ice skating)","no","no","no","no","no","no","no","no","no","yes","no","7","yes","no","no","no","no","no","no","9:15:00","7:45:00","H2o just add water","H2O: Just Add Water","66","30","80","100","87","77","55","3",16,6
"13990","male","11","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","158","25","169","NA","NA","45","NA","NA","60","motor","7","1000","1000","two","technology","NA","71","0.468","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","yes","yes","yes","no","no","no","no","no","no","yes","no","5","no","no","yes","no","no","no","no","9:00:00","7:00:00","Action movies","NA","NA","NA","-93","NA","NA","33","NA","86",14,7
"17018","male","12","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","156","25","159","16","32","44","65","65","60","motor","7","1400","1400","one","health","mathstats","45","0.281","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","no","yes","yes","no","no","no","no","no","no","no","no","18","no","yes","yes","no","yes","no","no","9:15:00","6:15:00","How i met your mother","How I Met Your Mother","-84","-83","-89","70","37","-1","NA","84",3,8
"14386","female","13","newzealand","NZL","NZL","no","no","no","no","no","no","yes","no","","","","2","right","162","23","167","15","32","43","90","95","320","walk","36","3400","3400","one","arts","mathstats","28","0.313","Bowling","Bowling","no","yes","yes","yes","yes","yes","yes","no","no","no","no","17","yes","yes","no","yes","yes","no","no","10:15:00","7:00:00","Glee","Glee","47","-7","-6","-49","-4","-19","NA","-1",3,9
"11972","male","14","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","175","25","176","17","31","NA","72","80","NA","bike","15","NA","NA","two","technology","NA","34","0.422","Other","Other","no","no","yes","no","yes","no","no","no","no","yes","no","37","yes","yes","yes","yes","yes","no","no","9:30:00","7:15:00","The simpsons","The Simpsons","59","60","61","-81","59","59","53","-44",3,9
"8875","male","8","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","132","18","135","14","28","32","60","80","30","motor","3","2","NA","two","english","arts","62","0.58","Soccer","Soccer","yes","no","no","no","no","no","no","no","no","no","no","NA","no","no","yes","no","yes","no","no","8:00:00","6:15:00","Bakugon","NA","100","100","100","100","4","4","100","100",10,4
"7904","male","11","newzealand","NZL","NZL","yes","yes","no","no","no","no","no","no","","","","1","right","145","21","149","14","NA","NA","NA","NA","4","walk","20","3000","3000","two","health","health","90","0.483","Soccer","Soccer","yes","no","yes","yes","no","no","no","no","no","yes","no","1","no","no","yes","yes","yes","no","no","8:30:00","7:00:00","The simpsons","The Simpsons","-3","-8","13","-16","45","68","-100","100",16,7
"12170","female","13","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","167","22","158","16","NA","NA","75","70","35","motor","13","330","300","one","health","languages","32","0.344","Horse riding","Horse riding","no","yes","yes","yes","yes","no","no","no","yes","no","no","25","yes","yes","yes","yes","yes","no","no","9:30:00","6:45:00","Packed to the rafters","Packed to the Rafters","-59","-56","-39","1","67","-56","-89","100",9,9
"8604","male","13","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","DUTCH","Dutch","","1","right","157","25","155","14","29","NA","90","90","35","walk","5","3900","3900","diagonal","health","science","54","0.328","Soccer","Soccer","no","yes","yes","yes","no","no","no","no","yes","yes","no","18","yes","yes","yes","no","yes","no","no","11:15:00","7:00:00","Family guy","Family Guy","4","10","-43","-25","-8","21","-68","-34",14,9
"15114","male","12","newzealand","NZL","NZL","no","yes","no","no","no","no","no","no","","","","1","right","156","24","162","17","33","42","73","70","7","motor","3","3","NA","two","languages","languages","66","0.83","Rugby","Rugby","no","no","no","no","no","no","no","no","no","yes","no","NA","no","yes","yes","no","yes","no","no","8:00:00","7:00:00","Zeke and luther","Zeke and Luther","NA","NA","-67","NA","-87","-93","-47","57",9,7
"12956","male","14","Cambodia","KHM","KHM","no","no","no","no","no","no","no","no","Cambodian","","NA","2","right","164","27","169","15","33","44","100","110","130","walk","25","3200","3200","two","mathstats","health","51","0.437","Cycling","Cycling","yes","yes","yes","yes","yes","no","no","no","no","yes","no","15","yes","yes","yes","yes","yes","no","no","9:45:00","6:30:00","Mythbusters","MythBusters","21","44","-30","-29","33","-13","87","88",10,10
"5865","female","12","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","157","22","157","15","32","38","90","90","410","walk","12","2500","2500","one","health","health","55","0.401","Netball","Netball","no","yes","yes","yes","yes","no","no","no","yes","yes","no","4","no","no","no","yes","yes","no","no","10:30:00","7:30:00","Jersey shore","Jersey Shore","-86","-70","-33","-42","74","-35","-79","45",7,8
"4056","female","15","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","ambi","165","23","165","13","30","46","70","80","500","motor","7","2000","2000","two","health","social","41","0.869","Netball","Netball","no","yes","yes","no","yes","no","no","no","yes","yes","no","5","yes","yes","no","yes","yes","no","no","11:00:00","6:00:00","Gossip girl","Gossip Girl","61","33","-10","1","100","61","59","100",3,11
"8361","male","14","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","163","24","163","16","37","NA","80","70","50","motor","4","3000","3000","two","mathstats","mathstats","68","0.531","Other","Other","no","yes","yes","no","yes","no","no","no","no","yes","no","24","no","no","no","yes","yes","no","no","10:30:00","7:30:00","Family guy","Family Guy","83","100","100","49","43","79","-5","36",4,10
"13478","male","15","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","SERBIAN","","NA","2","left","180","27","174","21","42","43","NA","NA","40","motor","15","800","800","two","health","arts","38","0.343","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","8","yes","yes","yes","yes","no","no","no","10:30:00","7:45:00","Drug bust","Drug Bust","-35","-46","-53","-51","-54","-58","100","86",3,11
"7054","female","15","Sril Lanka","LKA","LKA","no","no","no","no","no","no","no","no","srilankan","Sri Lankan","","2","ambi","153","21","149","14","32","41","60","72","550","bus","20","500","500","two","mathstats","social","29","1.673","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","no","yes","yes","no","yes","no","no","no","no","no","no","9","no","no","no","no","no","no","yes","10:30:00","5:45:00","Ellen","Ellen","-69","-53","-31","-52","22","-13","-62","13",4,11
"16748","female","13","newzealand","NZL","NZL","no","yes","no","no","no","no","no","no","","","","5","right","150","28","NA","NA","33","NA","NA","NA","116","walk","2","1000","1000","one","mathstats","english","86","0.809","Rugby","Rugby","no","no","no","no","no","no","yes","no","no","no","no","12","yes","yes","yes","yes","yes","no","no","10:00:00","7:00:00","Shortland street","Shortland Street","-100","1","1","1","100","0","0","-100",2,8
"12051","female","13","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","NA","23","167","16","32","46","NA","NA","480","motor","7","4800","4800","two","arts","social","39","2.785","Other","Other","no","yes","yes","yes","yes","no","yes","no","yes","yes","no","6","yes","yes","no","yes","yes","no","no","9:30:00","6:00:00","Two and a half men","Two and a Half Men","-74","NA","-95","-93","100","-99","34","100",6,9
"5570","male","15","scotland","GBR","GBR","no","no","no","no","no","no","no","no","Scottish","","NA","2","left","169","26","168","17","33","NA","83","83","160","walk","4","6000","6000","two","arts","arts","37","NA","Soccer","Soccer","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","NA","yes","yes","yes","yes","yes","no","no","11:30:00","8:00:00","Misfits","Misfits","-79","-62","-41","-20","100","8","NA","100",3,11
"15825","male","8","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","left","136","20","140","NA","33","NA","NA","NA","320","motor","4","5000","5000","one","technology","mathstats","52","NA","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","yes","no","no","no","no","no","no","no","yes","yes","no","NA","no","no","yes","yes","no","no","no","8:30:00","6:00:00","Spongebob square pants","SpongeBob SquarePants","-25","-66","-81","100","100","100","6","100",2,4
"1636","female","15","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","171","24","162","NA","42","46","NA","NA","8","motor","10","4","NA","one","arts","english","49","0.453","Other","Other","yes","yes","no","no","yes","no","yes","no","no","yes","no","2","no","no","no","yes","no","no","no","11:30:00","7:15:00","Bones","Bones","1","2","2","3","24","6","-25","27",16,11
"17534","male","9","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","150","23","143","18","32","NA","NA","NA","40","motor","5","300","300","two","technology","mathstats","59","0.55","Other","Other","no","no","yes","no","no","no","no","no","no","yes","no","NA","no","no","yes","no","no","no","no","9:15:00","6:00:00","Deltora quest","NA","NA","NA","-85","NA","NA","NA","NA","100",3,5
"3626","female","15","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","left","173","24","159","16","32","43","NA","NA","340","motor","10","1500","1500","one","arts","english","31","0.391","Netball","Netball","no","yes","yes","no","yes","no","yes","no","no","yes","no","15","no","no","yes","yes","no","no","no","10:45:00","7:00:00","Bones","Bones","0","0","100","1","52","23","100","100",10,11
"18916","male","17","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","175","24","172","16","35","47","NA","NA","13","walk","8","50","NA","two","english","english","37","0.452","Other","Other","yes","no","yes","no","yes","no","no","no","no","yes","no","NA","no","no","no","no","no","yes","no","11:15:00","6:45:00","Big bang theory","The Big Bang Theory","37","20","0","24","-1","-1","-2","-55",3,11
"16778","male","10","newzealand","NZL","NZL","no","no","yes","no","no","no","no","no","","","","1","right","150","22","NA","16","28","35","NA","NA","4","walk","1","1200","1200","one","technology","arts","32","1.313","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","no","yes","yes","no","no","no","no","no","no","yes","no","1","no","yes","no","no","no","no","no","9:00:00","7:45:00","Spongebob","SpongeBob SquarePants","-34","22","-87","-11","61","13","-53","100",7,6
"23272","female","14","china","CHN","CHN","no","no","no","no","no","no","yes","no","","","","1","right","160","24","153","14","30","41","NA","NA","27","motor","7","400","400","two","arts","health","51","0.406","Soccer","Soccer","yes","yes","yes","yes","yes","no","no","no","no","yes","no","17","no","yes","yes","yes","yes","no","no","9:30:00","7:15:00","Vampire diaries","The Vampire Diaries","0","16","16","16","80","44","0","81",3,10
"22287","male","14","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","157","25","169","15","34","41","64","65","68","motor","15","600","600","two","technology","health","72","0.323","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","no","no","yes","no","yes","no","no","no","yes","no","no","16","no","yes","no","yes","yes","no","no","9:30:00","5:45:00","Familyguy","Family Guy","81","81","45","12","81","80","20","29",5,10
"16560","female","13","FIJI","FJI","FJI","no","no","no","no","no","no","no","yes","","","","2","right","NA","NA","137","16","32","NA","60","65","170","walk","15","500","500","one","arts","mathstats","57","1.777","Walking or hiking","Walking or hiking","no","yes","no","no","no","no","no","no","no","no","no","NA","no","no","no","no","no","no","yes","21:15:00","7:15:00","Supernatural","Supernatural","98","80","77","79","82","69","59","23",4,8
"24774","male","13","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","ambi","161","27","NA","NA","34","41","100","100","50","bus","10","1000","1000","two","social","english","43","0.375","Walking or hiking","Walking or hiking","yes","yes","yes","yes","yes","no","no","no","no","yes","no","13","no","no","yes","yes","yes","no","no","10:00:00","7:00:00","Macgyver","NA","-99","-3","-13","NA","100","NA","NA","-87",6,9
"13998","female","13","india","IND","IND","no","no","no","no","no","no","no","yes","","","","2","right","144","21","144","14","28","NA","75","80","330","walk","15","4500","4500","two","science","english","35","0.512","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","no","yes","yes","no","yes","yes","no","no","no","no","no","14","yes","yes","yes","yes","yes","no","no","10:30:00","7:15:00","Sherlock","NA","72","76","33","-24","11","83","37","100",3,10
"2973","female","11","newzealand","NZL","NZL","no","yes","no","no","no","no","no","no","","","","1","right","150","22","140","15","28","43","69","71","350","walk","20","3500","3500","one","health","health","65","0.444","Running or jogging","Running or jogging","yes","yes","yes","yes","no","no","no","no","yes","yes","no","13","no","yes","yes","yes","yes","no","no","9:15:00","7:15:00","3 news","3 News","59","100","68","85","100","70","84","-35",3,7
"204","female","14","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","2","right","158","NA","156","NA","NA","38","84","80","20","walk","5","100","NA","two","english","english","38","0.513","Walking or hiking","Walking or hiking","no","no","no","yes","yes","yes","yes","no","no","yes","no","18","yes","no","no","yes","no","no","no","10:00:00","7:00:00","Pretty little liars","Pretty Little Liars","-2","-68","-93","-88","-40","-89","-92","100",16,10
"15691","female","12","australia","AUS","AUS","yes","yes","no","no","no","no","no","no","","","","1","right","145","NA","150","17","NA","NA","NA","NA","7","motor","15","0","0","-1","arts","english","42","0.515","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","yes","yes","yes","no","no","no","no","no","no","no","no","24","no","no","no","yes","no","no","yes","10:30:00","7:30:00","Juice t.v","NA","-1","100","-36","100","8","99","-31","41",10,8
"9000","female","11","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","154","24","150","15","28","NA","80","70","400","motor","6","600","600","one","mathstats","mathstats","47","0.438","Horse riding","Horse riding","no","yes","yes","no","no","no","no","no","no","no","no","NA","no","no","yes","no","no","no","no","9:00:00","7:30:00","Glee","Glee","17","17","-1","-11","57","57","-55","-97",19,7
"4879","female","15","India","IND","IND","no","no","no","no","no","no","no","yes","","","","NA","right","159","24","155","16","31","45","85","85","470","walk","10","5000","5000","one","mathstats","health","61","0.828","Racket sports (tennis, squash, badminton)","Racket sports (tennis, squash, badminton)","yes","yes","yes","no","yes","no","no","no","yes","yes","no","NA","yes","yes","yes","yes","yes","no","no","11:00:00","6:30:00","India movies","NA","-100","NA","-96","-13","25","NA","NA","-7",5,10
"23663","female","14","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","2","right","169","22","167","15","31","40","82","98","381","bus","20","7500","7500","two","science","mathstats","43","0.389","Netball","Netball","yes","yes","yes","no","yes","no","no","no","yes","yes","no","30","yes","yes","yes","yes","yes","no","no","10:30:00","6:00:00","Keeping up with the kardashians","Keeping Up with the Kardashians","-18","83","83","-7","83","19","75","85",3,10
"3831","male","10","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","ambi","135","20","135","13","29","NA","70","65","90","motor","4","2700","2700","two","arts","english","78","0.484","Cycling","Cycling","no","no","yes","no","no","no","no","no","no","no","no","NA","no","no","no","no","no","no","yes","9:15:00","7:00:00","Spongebob squarepants","SpongeBob SquarePants","NA","NA","NA","NA","NA","NA","NA","NA",3,6
"1386","male","11","zimbabwe","ZWE","ZWE","no","no","no","no","no","no","no","no","africain","","NA","2","right","140","22","NA","15","26","NA","NA","NA","150","walk","10","3000","3000","one","health","health","65","1.109","Rugby","Rugby","no","no","yes","no","no","no","no","no","no","no","no","NA","no","no","no","no","no","no","yes","9:15:00","6:00:00","Superrugby","NA","43","100","100","100","97","1","49","100",3,7
"20347","female","15","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","NA","right","162","24","166","15","31","40","NA","NA","51","bus","15","5000","5000","two","arts","arts","74","0.394","Dancing","Dancing","yes","yes","yes","yes","yes","no","no","no","yes","yes","no","6","yes","no","no","yes","no","no","no","10:30:00","6:45:00","Desperate housewives","Desperate Housewives","100","70","19","100","17","48","19","-52",14,11
"13409","female","13","newzealand","NZL","NZL","no","yes","no","no","no","no","no","no","","","","3","right","157","NA","NA","NA","NA","NA","70","69","205","motor","5","0","0","two","languages","english","44","0.343","Kapahaka","Kapahaka","yes","no","yes","yes","yes","no","yes","no","no","no","no","6","no","no","no","yes","no","no","no","11:00:00","7:00:00","Teen mom","NA","0","7","-28","-2","77","-2","-2","-48",10,9
"1810","female","13","newzealand","NZL","NZL","no","no","no","no","no","no","no","no","Vietnamese","","NA","2","right","154","23","157","17","36","43","65","80","540","motor","8","700","700","two","languages","mathstats","39","0.375","Martial arts (karate, judo, taekwondo)","Martial arts (karate, judo, taekwondo)","yes","yes","yes","no","no","no","no","no","yes","no","no","4","yes","yes","yes","no","no","no","no","8:30:00","7:15:00","","None","-48","-46","-32","-16","100","11","0","100",14,9
"16744","female","9","newzealand","NZL","NZL","no","no","no","no","no","no","no","no","Amercian","","NA","2","left","153","24","146","15","30","41","72","80","30","bike","10","13","NA","diagonal","mathstats","arts","40","1.672","Netball","Netball","yes","yes","yes","yes","no","no","no","no","yes","yes","no","17","yes","yes","yes","yes","yes","no","no","8:45:00","6:00:00","Shortland street","Shortland Street","100","100","97","91","96","84","100","-83",7,5
"12389","male","13","newzealand","NZL","NZL","no","no","no","no","yes","no","no","no","","","","3","right","171","36","NA","NA","31","NA","NA","NA","12","motor","30","100","NA","one","health","mathstats","47","0.359","Rugby","Rugby","yes","yes","yes","yes","yes","yes","yes","no","no","yes","no","1","no","no","yes","yes","no","no","yes","12:00:00","5:30:00","42","NA","-26","84","100","100","100","93","92","100",3,9
"6820","female","13","newzealand","NZL","NZL","yes","yes","no","no","no","no","no","no","scottish","","NA","2","ambi","166","24","NA","16","36","44","NA","NA","570","walk","8","200","NA","diagonal","health","health","60","0.451","Cycling","Cycling","yes","yes","yes","yes","yes","yes","no","no","no","yes","no","3","yes","yes","yes","no","no","no","yes","9:00:00","6:30:00","Family guy","Family Guy","83","100","23","65","100","4","-34","38",2,9
"9529","male","11","newzealand","NZL","NZL","no","no","no","no","no","no","no","yes","","","","1","left","139","NA","144","11","NA","38","80","80","110","motor","20","3900","3900","two","science","english","28","1.375","Soccer","Soccer","no","no","yes","no","no","no","no","no","yes","yes","no","8","no","yes","yes","yes","yes","no","no","8:30:00","6:30:00","The simpsons","The Simpsons","99","100","100","100","100","100","60","7",3,7
"2840","male","12","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","154","27","147","15","31","37","75","80","50","motor","4","2400","2400","two","science","english","50","0.482","Cycling","Cycling","no","no","yes","no","yes","no","no","no","yes","no","no","NA","no","no","yes","no","no","no","no","9:15:00","7:30:00","Famliy guy","Family Guy","16","12","24","-44","-53","-42","11","-30",16,8
"6141","female","14","newzealand","NZL","NZL","no","no","no","no","no","no","no","yes","","","","2","right","165","28","152","16","32","NA","100","90","40","walk","4","3000","3000","two","english","science","47","0.407","Netball","Netball","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","12","yes","yes","yes","yes","no","no","no","10:30:00","6:15:00","Home and away","Home and Away","1","-85","-84","-79","0","-79","-78","95",3,10
"18798","male","13","Philippines","PHL","PHL","no","no","no","no","no","no","no","no","Filipino","Filipino","","2","right","149","21","157","15","29","41","75","62","110","walk","7","310","300","two","arts","social","32","0.39","Racket sports (tennis, squash, badminton)","Racket sports (tennis, squash, badminton)","yes","no","yes","yes","yes","no","no","no","yes","yes","no","2","yes","yes","yes","yes","yes","no","no","12:00:00","7:45:00","Embarrassing teenage bodies","NA","62","37","27","44","93","-12","85","99",3,9
